(P_G_MEAS            , -2.6001657795384248e-03)
(P_S                 , -1.3682281361915178e+01)
(Q0D_B               , -1.4615020518572854e-01)
(Q0D_B_EST           , -1.4615020518572854e-01)
(Q0_B                , 9.5985940939812080e-01)
(Q0_B_EST            , 9.5985940939812080e-01)
(Q1D_B               , -1.6977622746451290e-01)
(Q1D_B_EST           , -1.6977622746451290e-01)
(Q1_B                , -3.9261455357424512e-02)
(Q1_B_EST            , -3.9261455357424512e-02)
(Q2D_B               , -7.7857839953686240e-01)
(Q2D_B_EST           , -7.7857839953686240e-01)
(Q2_B                , -1.7611957871180464e-01)
(Q2_B_EST            , -1.7611957871180464e-01)
(Q3D_B               , 1.0386187155179334e-03)
(Q3D_B_EST           , 1.0386187155179334e-03)
(Q3_B                , -2.1477140298187900e-01)
(Q3_B_EST            , -2.1477140298187900e-01)
(QD_B                , -1.0474753536584000e+03)
(Q_B                 , -6.8565159114187984e+00)
(Q_B_CMD             , -1.1228500964067522e+02)
(Q_B_CMD_BIAS        , 9.8800000000000000e-02)
(Q_B_IC_DG           , 0.0000000000000000e+00)
(Q_G_MEAS            , -1.6191391431267968e+00)
(Q_S                 , -2.4610468088402876e+01)
(Q_SI_B_MEAS         , -2.8094414205889052e+01)
(RANGE_TB_SQ         , 1.9100859115217280e-03)
(RD_B                , -3.9412180229144288e+01)
(REF_AREA            , 1.0000000000000000e-02)
(REF_LENGTH          , 1.0000000000000000e+00)
(ROLL_GUIDANCE_GAIN  , -2.0000000000000000e+01)
(R_B                 , -2.5917922131832856e-01)
(R_B_CMD             , -3.9292508572770800e+00)
(R_B_IC_DG           , 0.0000000000000000e+00)
(R_G_MEAS            , -6.2118320172607120e-02)
(R_S                 , -1.7562037831615764e+00)
(R_SI_B_MEAS         , -9.8231271431927008e-01)
(T                   , 4.2550000000000000e+00)
(THETA_B             , -3.5477543131401012e-01)
(THETA_B_EST         , -3.5477543131401012e-01)
(THETA_B_EST_DG      , 0.0000000000000000e+00)
(THETA_B_IC_DG       , 0.0000000000000000e+00)
(TIB11               , 8.4842046850113520e-01)
(TIB12               , -3.9939440782977904e-01)
(TIB13               , 3.4737979043295568e-01)
(TIB21               , 4.2585716748098536e-01)
(TIB22               , 9.0479364640748592e-01)
(TIB23               , 1.8304192711096624e-04)
(TIB31               , -3.1437920527925504e-01)
(TIB32               , 1.4777844089573858e-01)
(TIB33               , 9.3772765282518928e-01)
(T_STOP              , 1.0000000000000000e+01)
(XDD_BI_I            , 1.6740792060184866e+00)
(XD_BI_I             , 9.4253106337084832e+01)
(XD_BI_I_IC          , 1.0000000000000000e+02)
(XD_TB_I             , -1.1924473594105474e+02)
(XD_TI_I             , -2.5000000000000000e+01)
(XD_TI_I_IC          , -2.5000000000000000e+01)
(X_BI_I              , 3.9425770707396344e+02)
(X_BI_I_IC           , 0.0000000000000000e+00)
(X_TB_I              , -3.6483394258198128e-02)
(X_TI_I              , 3.9375000000000000e+02)
(X_TI_I_IC           , 5.0000000000000000e+02)
(YAW_GUIDANCE_GAIN   , 4.0000000000000000e+00)
(YDD_BI_I            , -1.5777482725673700e+00)
(YD_BI_I             , -4.4089427796093352e+01)
(YD_BI_I_IC          , 0.0000000000000000e+00)
(YD_TB_I             , 6.9081539054730512e+01)
(YD_TI_I             , 2.5000000000000000e+01)
(YD_TI_I_IC          , 2.5000000000000000e+01)
(Y_BI_I              , -1.4399151533164292e+02)
(Y_BI_I_IC           , 0.0000000000000000e+00)
(Y_TB_I              , 2.1107636369265492e-02)
(Y_TI_I              , -1.4375000000000000e+02)
(Y_TI_I_IC           , -2.5000000000000000e+02)
(ZDD_BI_I            , 9.2668117035942896e+00)
(ZD_BI_I             , 3.9101587776252440e+01)
(ZD_BI_I_IC          , 0.0000000000000000e+00)
(ZD_TB_I             , -3.9055253717734472e+01)
(ZD_TI_I             , 0.0000000000000000e+00)
(ZD_TI_I_IC          , 0.0000000000000000e+00)
(Z_BI_I              , 2.0683116113795484e-01)
(Z_BI_I_IC           , -1.0000000000000000e+02)
(Z_TB_I              , -1.1554892549282492e-02)
(Z_TI_I              , 0.0000000000000000e+00)
(Z_TI_I_IC           , 0.0000000000000000e+00)
